"sessionId (text)","page (text)","latency (number)","timeOnPage (number)"
39413b27,explore,22,120.135
38362dc7,query,31,441.469
b8e809a5,welcome,9,32.382
38e0d141,explore,22,80.743
b6101a3d,explore,22,143.446
b8817b4a,explore,57,89.073
b8ca5cd7,query,70,318.443
37ac3bea,explore,62,55.121
b8bc1a7b,explore,332,114.301
b8bc1a7b,explore,56,139.054
393d4bde,query,113,408.288
b81d2775,query,17,414.018
b8d7325b,query,99,291.329
b8a4310c,query,34,496.908
39044f87,explore,295,195.098
b79aa74c,explore,22,115.941
387a1bb9,index,18,61.366
b8e809a5,query,74,401.621
3898c996,index,10,29.999
391a72ed,query,153,287.340
38563a7f,explore,125,65.134
b601d89f,index,4,25.658
391ca174,query,130,321.502
37c2ec4e,query,41,361.691
381e19e6,query,17,427.927
395ee12f,query,19,383.260
38b94579,welcome,20,23.766
38b8786a,query,133,508.564
b98bba62,explore,22,78.331
b7681b4d,explore,302,122.186
b726a7b0,explore,84,108.795
38e0d141,index,74,36.478
b91ca70c,query,101,296.622
b7c0defa,explore,163,74.790
38a7e8b2,query,66,345.603
b93cb6bd,explore,22,188.858
39083bce,query,126,389.260
37c4e20d,,25,
b8a12480,query,17,347.381
b8aa3018,explore,113,98.426
386c9c39,query,17,471.136
37d0b1aa,explore,255,92.706
b85e23f1,welcome,15,17.477
38973351,explore,73,83.515
b8b1e3af,explore,188,48.261
38cc2669,explore,22,118.020
38257669,query,109,394.757
b7096a1b,query,17,399.450
388dafc8,welcome,47,24.654
b80cd3d8,explore,22,148.522
37ac3bea,welcome,18,24.388
3910d2e4,query,73,422.594
b8c1fbac,query,44,482.907
38edceae,welcome,8,32.057
b8169bb5,query,125,325.274
b907939e,query,170,341.890
b8fa8577,query,35,463.841
3884e874,explore,96,136.524
39065b99,explore,368,85.936
b8e95904,explore,238,94.741
b99795ae,explore,246,204.961
38e3ee0f,explore,24,138.715
b912f9b2,index,40,47.217
b8837647,index,4,74.193
b8be6444,welcome,37,29.303
3812d36d,query,51,310.147
3935a21e,explore,508,107.245
35f8c3c6,query,17,457.631
38257669,welcome,9,25.246
35c181e1,explore,31,125.136
b8837647,index,46,41.963
b8122da4,query,95,288.969
359b733f,,58,
37d8bdb5,welcome,23,35.584
391aba67,query,136,573.813
b8b84ca8,welcome,17,22.155
388853bd,query,91,431.546
b8a3e272,explore,180,72.960
37d0b1aa,welcome,13,21.923
b8aa3018,,66,
38b75cdf,explore,24,96.467
38a8053a,explore,201,83.052
b917e5cd,query,27,330.844
b84594ca,,47,
b88f1036,explore,25,134.796
38c25a91,query,101,421.178
b62ec66f,query,26,351.864
38114720,query,44,338.825
3872fffb,query,217,373.036
b88631a8,query,17,341.131
38011cf5,,68,
384ca519,query,17,442.684
b8688818,query,66,348.880
b8fec97d,query,45,399.774
36955bd2,query,31,347.189
b8793ac8,explore,151,134.134
b8a7b3e1,explore,22,66.513
b7c0defa,query,94,373.060
b8a12480,query,105,455.214
38ec0790,query,190,404.423
b8cac1a5,query,86,408.110
b8419b59,,10,
38c76558,query,18,420.137
381e19e6,,12,
389cc83d,welcome,27,19.091
38aa93e0,explore,73,109.613
b92cf46d,welcome,67,34.168
b829157d,query,17,332.965
386b32b6,index,4,56.649
b8a4310c,query,166,365.126
b926e20c,query,17,405.067
3830dba8,explore,126,83.230
b8bb093a,,231,
37b33c75,explore,117,94.858
3871c9ff,index,63,38.143
37c2ec4e,query,29,403.881
38a654ac,query,62,307.979
38916f1a,index,4,62.994
384ca519,explore,39,151.626
390bfc6f,query,89,401.392
b8b84ca8,,22,
38b94579,query,97,430.388
b8169bb5,query,17,465.840
b8419b59,query,53,443.689
38ec0790,welcome,9,28.917
b8808ae4,query,38,396.445
38f26f07,query,122,353.740
37ff412a,index,105,42.023
b5503f5d,explore,124,172.001
b8f78219,query,88,388.213
b9649b34,explore,35,157.001
3872fffb,query,54,469.506
37c2ec4e,explore,60,147.096
b5503f5d,index,14,64.382
3884e874,explore,64,54.378
391a5492,explore,71,41.302
389f1851,explore,129,118.466
382e7d35,query,151,279.196
37d549f5,query,439,330.890
3786d738,query,176,355.810
36955bd2,query,331,378.326
b841c8dc,welcome,12,39.225
b7d8daa1,,13,
b90998fb,query,17,416.933
38b8786a,welcome,7,34.988
b8ef90e3,welcome,57,35.143
b81c56df,explore,85,183.378
b7d8daa1,welcome,12,27.645
37ac3bea,query,29,314.379
b90998fb,explore,76,138.890
b84abd42,index,4,44.548
37625f95,welcome,36,14.107
b7c0e8b3,,10,
38d64a2e,explore,73,137.112
37c4e20d,,10,
b96586a1,welcome,27,34.897
b8d33c36,explore,80,103.921
b93cb6bd,query,199,374.728
38f0d551,explore,103,72.225
35c181e1,query,19,474.758
389cc83d,explore,52,44.001
b8a9be6c,query,74,422.048
3745cf59,explore,286,131.437
37b33c75,explore,117,133.219
390bfc6f,explore,170,112.340
b9342036,,52,
38c76558,query,19,339.768
38a906dd,welcome,98,28.496
39083bce,index,24,58.414
b84b1ec3,query,58,387.058
b6032e7d,query,110,394.406
37b718a2,welcome,50,17.065
b779a771,welcome,16,24.189
b78fbcf0,explore,35,66.654
b93a2185,explore,396,158.679
b8793ac8,query,21,335.319
b78fbcf0,query,77,370.138
37fc47bb,query,178,262.891
398a653a,query,78,338.987
b91dcf06,query,68,277.420
38257669,query,204,500.145
b6032e7d,query,97,406.424
b8382c2e,explore,340,63.740
35af9b86,explore,24,49.668
390dff6a,query,17,300.873
35fec392,welcome,67,47.642
38c76558,explore,60,146.568
389cc83d,query,17,397.334
b875edba,,45,
38ec0790,explore,209,108.691
b887e1af,query,424,442.285
38b94579,welcome,66,39.525
386c9c39,welcome,7,19.733
38c1a11e,explore,22,125.591
3828a5b7,index,4,45.488
37d0b1aa,explore,75,57.818
b82434b6,,27,
388dafc8,query,22,381.185
b9176de7,index,31,82.374
38c25a91,explore,49,116.136
b601d89f,welcome,7,33.652
37d722c7,explore,22,90.886
38f6f67d,explore,22,157.003
38a7e8b2,index,16,20.874
3831c504,explore,22,130.839
b8425e7c,query,112,402.714
38d55191,,23,
37874df2,welcome,50,36.982
36df5f4d,explore,22,207.516
b9441603,index,20,38.997
b883ec2a,welcome,19,40.363
b8948bbd,welcome,74,36.478
b911a261,query,17,471.688
3786d738,welcome,27,31.732
b818fcb7,welcome,7,34.246
b98ebec4,explore,22,115.419
3887c4bf,explore,147,148.918
b98ebec4,explore,59,101.756
b85e23f1,index,5,36.617
37116eb3,query,28,379.143
b7ab0e84,explore,69,148.147
37c2ec4e,welcome,8,37.663
b84d68fe,welcome,21,32.149
b7d66c06,welcome,7,34.036
37d8bdb5,welcome,100,21.699
39385215,explore,65,155.343
b8f4d4c6,query,160,327.224
b8cf6262,explore,96,113.026
37b77952,,96,
39065b99,query,54,397.341
b823c5dd,query,85,301.363
38011cf5,query,54,294.074
38dfa65c,query,37,361.556
37874df2,query,188,342.166
38973351,welcome,10,22.149
39069c3a,index,4,68.657
b8b84ca8,explore,22,152.129
b7b8836b,welcome,13,28.201
b891eb71,query,59,404.503
37fc47bb,explore,53,188.629
36900b7e,,42,
38b0092b,,24,
b959f35a,explore,22,154.266
b8e2116b,,168,
b887e1af,query,79,365.227
38e4b42d,index,19,44.094
38362dc7,query,135,414.518
b843e013,index,7,48.307
b88d3fab,,78,
38bad002,welcome,29,35.830
39385215,query,185,470.813
b8c01be8,index,21,38.964
b8653385,query,34,411.762
38ca5ce9,explore,70,79.396
b81ef401,welcome,7,47.200
b78d617e,query,17,354.736
386b32b6,query,453,393.250
b8817b4a,welcome,25,30.451
b907939e,query,109,388.124
b929d638,explore,83,116.251
37f7179a,explore,26,72.830
37b77952,,111,
358c9a0c,index,4,73.821
b8bc1a7b,query,45,343.614
38d55191,explore,22,148.484
b81ef401,index,14,92.564
b894aeb7,query,83,262.841
3711ba7f,welcome,7,33.907
38f26f07,query,17,363.426
37f13d8f,explore,330,108.347
b7f27ed9,welcome,51,28.461
b8447d62,explore,102,97.623
b8808ae4,explore,22,100.171
38e1271f,explore,29,148.082
38a7e8b2,welcome,7,48.140
b8bbc92e,query,43,358.383
b887e1af,explore,682,92.143
b8ca5cd7,query,66,380.269
b90eaa9e,welcome,50,30.129
38bad002,explore,146,72.527
37d8bdb5,query,37,299.404
386b32b6,query,57,399.700
b92ac6bf,explore,97,143.151
b914fb40,index,10,39.207
b89c9a7d,index,51,40.481
363a51ea,explore,49,50.674
b78d617e,welcome,15,31.969
b8948bbd,query,18,395.212
b7112974,,46,
37116eb3,explore,22,107.184
39210a9f,query,167,315.616
37d722c7,explore,51,121.677
384bd788,query,64,433.494
38a8053a,index,66,60.066
3884e874,query,214,372.846
382cdde5,index,9,46.453
b5503f5d,explore,103,167.350
b8c01be8,explore,40,70.560
b7ab3227,explore,114,96.481
b943b405,explore,184,73.267
b8ca5cd7,index,5,25.442
b86d5dbd,explore,84,175.399
390b2f2f,query,99,293.659
388853bd,welcome,40,27.300
38505b86,welcome,29,21.394
b87c1d9b,,10,
b894aeb7,welcome,61,22.117
b88f1036,,46,
38f0d551,,101,
b8856ddc,explore,22,162.063
b8c9bf27,explore,96,83.124
b89767e9,explore,35,156.468
b90b86fa,explore,150,13.440
384246ca,explore,49,57.947
b8cfe070,query,104,443.781
b7681b4d,query,68,352.045
386c9c39,explore,22,150.330
b7096a1b,explore,22,128.716
38d3372b,explore,143,107.034
3872fffb,query,193,362.894
b9691e6e,query,22,359.737
b7d5ed7a,query,31,431.711
393d4bde,welcome,21,40.729
393dfc60,query,30,240.122
b929d638,index,4,18.828
b82f3b00,welcome,7,16.958
374c2ca8,explore,67,69.145
3950974b,,112,
b5503f5d,query,109,285.321
38902478,welcome,7,7.677
3900f216,query,17,390.449
b85d4e3f,explore,107,109.597
38563a7f,welcome,10,39.425
b8be6444,query,134,339.464
3871c9ff,welcome,46,40.403
b8a5da63,explore,27,141.457
38257669,explore,112,150.959
b78fbcf0,query,30,397.338
b8fa8577,explore,46,103.805
b8a3e272,query,51,350.563
b82434b6,query,17,540.698
b91dcf06,,23,
37b33c75,,58,
38d230de,query,140,378.835
b92ac6bf,welcome,30,28.919
38c373ed,,11,
358c9a0c,index,24,24.467
37f7179a,query,100,373.181
b81ef401,explore,22,65.736
b8d7325b,explore,40,94.235
36955bd2,,10,
3815097f,query,220,366.188
b90b6149,welcome,21,25.226
3958d084,explore,22,137.499
b8aa3018,query,114,402.122
b8a4310c,welcome,31,27.594
b875edba,explore,201,159.928
b929d638,explore,195,95.748
389cc83d,explore,22,109.282
38886257,query,738,388.526
b8cc43ac,explore,117,185.253
37d0b1aa,query,115,431.872
b88f1036,,19,
b8793ac8,query,205,409.300
b8041265,welcome,19,42.800
b90d573c,query,17,338.895
b7f001d1,query,17,445.722
b8c4aed5,index,9,26.673
b867dc5a,,25,
b8793ac8,query,136,396.152
b86e62d2,explore,34,106.788
388a2967,explore,153,45.590
359b733f,explore,22,136.602
b8f4d4c6,,174,
b7f001d1,query,122,450.013
38f48a17,query,106,399.434
b9810c54,explore,85,203.517
37f8075c,explore,206,126.678
b85e23f1,welcome,25,48.594
b9810c54,query,47,290.029
b926e20c,welcome,7,21.997
3915c65c,query,177,296.216
3828a5b7,query,345,485.601
38b245f2,query,68,418.499
3958d084,index,7,43.654
b7e15902,explore,30,154.915
39065b99,query,17,297.528
b8041265,explore,375,92.845
b9441603,query,29,309.887
b875edba,query,80,458.180
38916f1a,query,196,440.646
b8122da4,welcome,21,46.332
b85e23f1,query,59,404.457
b875edba,query,17,386.312
38965f23,welcome,8,15.340
37625f95,query,85,352.756
382e7d35,index,22,45.847
b5a47725,welcome,34,34.031
37fb1a4f,welcome,16,35.892
b96586a1,,70,
b9691e6e,,58,
b90b6149,query,72,419.878
38d3372b,welcome,7,21.728
381b8f82,query,36,304.427
381e19e6,welcome,68,23.209
b81d2775,query,27,237.519
b7d5ed7a,index,22,48.969
b779a771,query,83,436.011
389cc83d,explore,130,47.686
b8fa8577,explore,22,125.573
b90dcc0e,query,45,398.162
b9329f10,query,87,440.929
b88f1036,explore,22,94.372
38c79ea2,query,17,431.198
b88d3fab,query,179,454.046
38257669,explore,65,79.505
38d64a2e,query,17,416.042
381e9490,query,101,409.980
b779a771,welcome,96,27.504
b91f1cf5,explore,106,171.605
b9649b34,explore,22,150.058
390d47b7,index,28,36.084
b7ab0e84,index,8,28.815
b943b405,index,12,60.717
b9649b34,explore,95,96.455
b8cfe070,explore,95,101.989
b84b1ec3,,10,
3871c9ff,query,20,455.330
b8cf6262,index,31,38.773
b894aeb7,explore,288,68.935
b6101a3d,welcome,14,30.544
38505b86,query,78,415.539
37f8075c,explore,22,168.643
38c79ea2,explore,95,155.685
38156a17,index,98,58.155
39385215,explore,22,27.837
b86e62d2,query,17,221.500
b62ec66f,query,184,530.027
b7d8daa1,explore,74,122.505
b841c8dc,explore,22,64.043
b912f9b2,explore,297,48.464
38b8786a,query,270,431.794
39413b27,query,18,313.599
b7d5ed7a,query,25,444.929
b8bb093a,query,79,412.566
37f7179a,query,17,391.220
38b1d420,,44,
3830dba8,explore,76,175.802
38f6f67d,index,20,45.213
b806dd03,query,166,409.922
36900b7e,,21,
3786d738,explore,417,122.754
3900f216,welcome,55,32.977
b905f723,query,31,445.801
b843e013,welcome,10,38.158
b8e2116b,explore,110,47.946
b959f35a,query,146,357.676
b818a1d2,query,74,404.430
b89c9a7d,explore,96,169.449
b907939e,query,154,360.688
b8bc1a7b,query,64,266.129
b90bbb27,,10,
b823c5dd,query,84,309.614
3915c65c,welcome,25,33.458
b726a7b0,explore,22,165.416
b8a687ac,index,15,59.679
37f8dca3,welcome,7,24.495
389f1851,query,33,326.582
393dfc60,query,22,369.597
b8c6bc84,index,10,48.632
384ca519,query,128,285.493
b943b405,query,100,351.843
b8986c50,welcome,7,19.862
37fc47bb,welcome,7,30.862
b8e2116b,query,78,425.634
b8b84ca8,query,221,403.332
b8e809a5,query,246,388.413
389f1851,query,37,374.234
b8041265,explore,47,86.895
391ca174,query,17,229.707
386384b2,explore,82,126.835
b9342036,query,27,381.911
3875bcff,explore,22,88.829
38b75cdf,welcome,33,28.316
38a654ac,,35,
3871c9ff,welcome,7,39.441
b8c4aed5,,127,
3935a21e,,33,
39491dc0,index,28,70.250
b90fff3f,query,73,292.836
3828a5b7,query,17,413.995
389f1851,explore,34,105.060
39044f87,explore,29,52.954
38bad002,query,51,396.987
b5a1784c,index,28,7.438
b92cf46d,query,72,410.910
38e3ee0f,index,4,41.585
386c9c39,query,34,389.789
b8948bbd,,10,
38d230de,explore,28,39.525
b8d33c36,index,32,42.703
b8e809a5,query,54,379.506
38ef1e28,welcome,12,29.547
381057b5,,10,
386c9c39,query,17,285.912
37f13d8f,query,37,301.535
b8f4d4c6,query,17,305.671
39069c3a,,236,
37625f95,explore,291,103.014
36b84dc0,,17,
38c1a11e,query,102,295.203
38b75cdf,,63,
37b9d3d1,,57,
37d0b1aa,explore,22,116.025
36900b7e,,31,
39248759,explore,136,86.071
38f57621,query,146,393.262
38e1bb0f,query,22,345.846
37d549f5,query,17,464.726
b8bbc92e,query,17,367.068
38bad002,welcome,84,27.890
393d4bde,explore,143,123.945
3958d084,explore,109,63.217
38b75cdf,welcome,10,41.522
381e19e6,explore,26,16.499
39491dc0,query,17,432.977
b8c4aed5,explore,87,160.427
36b84dc0,query,399,386.839
b89c9a7d,explore,86,76.441
b9599a64,explore,288,164.362
b8d572b8,index,4,72.724
3828a5b7,,16,
b8a2a70e,query,69,318.447
b9649b34,,10,
b916f5ba,query,17,394.973
391a5492,explore,98,128.838
38b94579,welcome,7,19.054
b62ec66f,query,61,358.821
b81ef401,welcome,36,36.913
37ad6b5d,welcome,24,13.626
3925ba95,index,14,61.798
3745cf59,index,4,67.523
37fc47bb,query,97,373.006
b8e95904,explore,67,159.482
381b8f82,explore,250,78.447
38bad002,query,33,447.137
b7d5ed7a,index,13,56.536
b84594ca,welcome,27,40.613
38156a17,query,141,392.742
38932b0c,,35,
393d4bde,welcome,29,36.205
37d1fe69,explore,314,66.940
38a654ac,query,17,371.214
38c79ea2,explore,32,145.540
387a1bb9,query,146,385.975
384ca519,index,4,29.191
3950974b,index,8,50.908
38b8786a,query,81,356.889
36df5f4d,,10,
b8cac1a5,query,44,396.075
3875bcff,explore,118,42.948
39210a9f,query,83,422.406
38841a01,,28,
b90dcc0e,query,39,407.866
b7112974,welcome,153,23.715
b7f3e9fd,explore,22,63.667
b943b405,query,124,404.628
b9159ef1,welcome,7,39.126
b8a2a70e,welcome,7,30.470
38257669,explore,135,85.901
386b32b6,welcome,18,21.762
b84abd42,index,10,57.383
38b245f2,index,4,65.834
3807084e,explore,75,165.444
b8e2116b,explore,210,52.652
38b75cdf,welcome,28,34.592
b8a7b3e1,query,17,395.287
38e1271f,explore,195,112.026
b8e809a5,index,67,31.757
38505b86,query,20,363.555
38697116,query,18,333.555
b94ebcb4,query,17,428.490
b91f1cf5,,160,
b8975ca1,,10,
b8aa3018,index,4,57.418
38ef1e28,explore,22,84.875
b8975ca1,query,55,401.592
b8e809a5,query,17,323.376
37c1f52a,,10,
b8a7b3e1,query,27,328.933
b78d617e,welcome,10,34.143
38e60b8d,welcome,27,19.646
37d0b1aa,,27,
38902478,query,121,362.880
b9810c54,,75,
b843e013,query,140,350.985
b7112974,explore,44,155.946
38a654ac,,10,
b90998fb,query,196,393.727
37b718a2,query,52,420.954
b7096a1b,explore,55,73.221
b7096a1b,explore,171,225.241
38cc2669,explore,33,153.959
b9001574,query,125,470.264
b897ffb8,index,8,31.860
b8a5da63,query,141,423.690
b9329f10,query,17,321.587
b91ca70c,query,28,299.279
38f0d551,query,17,362.841
374c2ca8,query,64,413.998
381b8f82,query,149,309.552
3830dba8,explore,381,55.988
38114720,explore,51,193.646
b8a7b3e1,index,4,69.290
b88f1036,explore,53,100.597
398a653a,query,291,335.256
b89767e9,explore,22,71.997
37625f95,index,33,43.780
b90b6149,explore,22,120.577
38ac9e6f,explore,22,103.131
386c9c39,query,131,435.796
38c25a91,query,139,405.264
3900f216,explore,213,126.869
b8b92cf9,query,39,370.497
38b947b1,,90,
388dafc8,query,62,351.517
384246ca,index,4,30.273
3935a21e,index,4,54.338
38b94579,query,77,399.571
388853bd,,123,
398a653a,index,6,75.785
38011cf5,query,90,377.954
b8cf6262,explore,26,40.581
b87c1d9b,query,56,357.608
b8b1e3af,explore,22,135.006
36955bd2,query,35,477.555
b91dcf06,query,28,257.469
3924915d,query,70,299.063
37869704,query,17,343.320
b956c43b,query,120,374.790
b9159ef1,,46,
38d3372b,query,41,370.487
38b94579,,45,
b7c0e8b3,query,131,341.328
387a1bb9,query,66,368.635
b8122da4,query,24,386.622
b88631a8,welcome,7,14.141
b89e1d64,welcome,14,38.383
b905f723,,167,
b8122da4,explore,72,193.652
37f7179a,,10,
38965f23,query,85,329.633
388853bd,query,17,347.253
3874ae7f,welcome,8,36.161
386c9c39,welcome,7,19.511
b8e2116b,,77,
3935a21e,index,61,53.855
b9810c54,index,4,56.993
b84aefa1,welcome,34,18.403
b9176de7,query,17,202.588
386b32b6,query,85,339.751
386b32b6,welcome,33,39.495
39083bce,explore,87,132.495
3830dba8,explore,22,131.620
3905a421,index,12,57.576
b90fff3f,query,23,319.991
3745cf59,,21,
b86e62d2,welcome,59,23.363
b99795ae,query,60,372.166
b92ac6bf,query,97,413.267
393d4bde,index,14,46.604
b8948bbd,query,123,414.982
b9691e6e,query,77,392.699
3905a421,query,88,389.222
38fa725b,explore,22,112.024
b8bbc92e,welcome,7,29.108
38d3372b,query,17,451.579
b8c9bf27,index,6,67.345
37d722c7,query,77,341.080
b883ec2a,explore,76,69.495
39248759,index,4,52.410
b8169bb5,explore,28,108.168
36900b7e,explore,22,92.824
38748001,query,202,496.243
b8b92cf9,,70,
37ac3bea,query,97,278.156
38932b0c,welcome,50,25.416
3924915d,explore,81,43.699
38f26f07,query,52,537.628
b92cf46d,query,19,401.187
b8b84ca8,query,161,464.027
38e6b63d,query,120,356.839
b8975ca1,index,55,70.520
b8d572b8,query,17,361.670
374c2ca8,welcome,23,33.940
b871bf8d,,29,
b79aa74c,query,48,325.990
b8c1fbac,explore,104,63.748
b84d68fe,explore,180,74.663
b7f27ed9,query,45,405.629
37bea6f2,index,63,27.719
38c1a11e,,10,
b8419b59,query,161,345.296
39248759,welcome,52,27.973
363a51ea,index,4,52.804
b8cac1a5,welcome,18,21.353
3872fffb,,42,
38b0092b,welcome,7,37.222
b8e809a5,welcome,13,34.796
391aba67,index,15,38.567
b5a47725,query,232,391.432
b7d0234d,,81,
3831c504,explore,177,113.939
38505b86,explore,84,73.635
3871c9ff,index,28,38.825
37869704,query,17,235.440
38e1bb0f,explore,66,122.645
38e1271f,query,67,333.486
b943b405,query,73,372.064
382e7d35,explore,252,77.752
37f8dca3,explore,46,142.510
b8d33c36,query,22,483.721
b78d617e,explore,61,91.949
b81ef401,query,162,340.811
37fc47bb,query,35,400.201
b8e2116b,explore,22,17.563
b8a2a70e,welcome,13,32.268
37ac3bea,welcome,46,40.995
390bfc6f,welcome,77,28.676
b6032e7d,,10,
b8837647,,10,
b7481af2,welcome,20,27.268
b7e15902,explore,190,25.400
b823c5dd,welcome,13,26.106
b8447d62,query,130,471.881
38a7e8b2,query,152,419.708
37f13d8f,query,166,476.560
393d4bde,explore,84,175.394
b8e095e6,welcome,19,45.576
378f49a4,query,17,426.217
b804cee1,query,29,428.371
38aa93e0,explore,22,79.652
38f48a17,welcome,11,29.519
b8fa8577,index,20,59.093
b90dcc0e,query,197,387.204
b8041265,index,11,34.879
b84594ca,explore,41,180.457
37c1f52a,query,124,409.106
38748001,query,45,376.190
b90d573c,explore,92,68.138
b988c693,explore,33,133.689
38a7f199,welcome,48,44.928
b88631a8,query,54,346.204
37d549f5,explore,146,56.090
38965f23,query,52,397.795
b98bba62,explore,309,140.826
388a2967,explore,22,102.425
39491dc0,query,85,404.736
b8fa8577,explore,67,149.097
b887e1af,explore,40,111.886
b93990cd,query,23,304.776
37ad6b5d,query,17,387.078
b8688818,query,24,451.308
b8a687ac,query,65,205.656
b9033768,explore,102,155.327
3909104a,explore,22,124.560
38ac9e6f,,14,
b8447d62,query,205,285.676
38156a17,query,47,336.810
3874ae7f,query,17,443.772
374c2ca8,explore,45,78.962
b91dcf06,welcome,80,38.079
3910d2e4,explore,90,68.749
b90eaa9e,welcome,19,39.594
395f2209,explore,22,31.988
b93cb6bd,query,210,387.563
b8ef90e3,query,96,366.112
38db6d7a,index,16,62.368
39413b27,welcome,33,39.582
b90dcc0e,query,46,373.270
38d3372b,,83,
b85d4e3f,index,56,62.268
39065b99,explore,22,172.367
38d55191,explore,64,115.242
b959f35a,explore,64,149.823
37869704,explore,120,96.582
b823c5dd,,60,
b7d5ed7a,index,49,47.294
b8a4310c,welcome,11,21.170
37d0b1aa,welcome,51,37.051
b7f27ed9,index,4,68.246
b9001574,query,100,330.859
b841c8dc,explore,22,83.063
b8382c2e,explore,59,78.059
38f0d551,query,26,391.084
38a7e8b2,explore,147,79.833
b88d3fab,index,11,43.407
b806dd03,welcome,116,26.305
b9329f10,explore,245,62.599
b8c01be8,,95,
b8ef90e3,welcome,26,25.852
b907939e,query,174,363.944
3786d738,welcome,9,21.538
39044f87,index,9,49.186
b912f9b2,welcome,59,28.160
39491dc0,explore,136,48.334
b8a3e272,welcome,29,23.171
35af9b86,query,17,322.412
